from,to,intensity.forecast,intensity.actual,intensity.index
2023-09-06T15:30Z,2023-09-06T16:00Z,208,236,high
2023-09-06T16:00Z,2023-09-06T16:30Z,215,240,high
2023-09-06T16:30Z,2023-09-06T17:00Z,240,249,high
2023-09-06T17:00Z,2023-09-06T17:30Z,247,255,high
2023-09-06T17:30Z,2023-09-06T18:00Z,255,264,high
2023-09-06T18:00Z,2023-09-06T18:30Z,259,270,high
2023-09-06T18:30Z,2023-09-06T19:00Z,261,270,high
2023-09-06T19:00Z,2023-09-06T19:30Z,268,267,high
2023-09-06T19:30Z,2023-09-06T20:00Z,270,276,high
2023-09-06T20:00Z,2023-09-06T20:30Z,270,269,high
2023-09-06T20:30Z,2023-09-06T21:00Z,276,264,high
2023-09-06T21:00Z,2023-09-06T21:30Z,269,256,high
2023-09-06T21:30Z,2023-09-06T22:00Z,262,240,high
2023-09-06T22:00Z,2023-09-06T22:30Z,253,231,high
2023-09-06T22:30Z,2023-09-06T23:00Z,240,231,high
2023-09-06T23:00Z,2023-09-06T23:30Z,231,234,high
2023-09-06T23:30Z,2023-09-07T00:00Z,233,239,high
2023-09-07T00:00Z,2023-09-07T00:30Z,235,241,high
2023-09-07T00:30Z,2023-09-07T01:00Z,238,242,high
2023-09-07T01:00Z,2023-09-07T01:30Z,241,241,high
2023-09-07T01:30Z,2023-09-07T02:00Z,241,238,high
2023-09-07T02:00Z,2023-09-07T02:30Z,240,238,high
2023-09-07T02:30Z,2023-09-07T03:00Z,237,240,high
2023-09-07T03:00Z,2023-09-07T03:30Z,238,241,high
2023-09-07T03:30Z,2023-09-07T04:00Z,240,249,high
2023-09-07T04:00Z,2023-09-07T04:30Z,243,256,high
2023-09-07T04:30Z,2023-09-07T05:00Z,247,247,high
2023-09-07T05:00Z,2023-09-07T05:30Z,256,248,high
2023-09-07T05:30Z,2023-09-07T06:00Z,252,240,high
2023-09-07T06:00Z,2023-09-07T06:30Z,243,239,high
2023-09-07T06:30Z,2023-09-07T07:00Z,238,242,high
2023-09-07T07:00Z,2023-09-07T07:30Z,263,236,high
2023-09-07T07:30Z,2023-09-07T08:00Z,240,230,high
2023-09-07T08:00Z,2023-09-07T08:30Z,239,224,high
2023-09-07T08:30Z,2023-09-07T09:00Z,230,214,high
2023-09-07T09:00Z,2023-09-07T09:30Z,224,201,high
2023-09-07T09:30Z,2023-09-07T10:00Z,211,189,moderate
2023-09-07T10:00Z,2023-09-07T10:30Z,203,184,moderate
2023-09-07T10:30Z,2023-09-07T11:00Z,192,176,moderate
2023-09-07T11:00Z,2023-09-07T11:30Z,185,175,moderate
2023-09-07T11:30Z,2023-09-07T12:00Z,180,174,moderate
2023-09-07T12:00Z,2023-09-07T12:30Z,180,173,moderate
2023-09-07T12:30Z,2023-09-07T13:00Z,181,173,moderate
2023-09-07T13:00Z,2023-09-07T13:30Z,181,174,moderate
2023-09-07T13:30Z,2023-09-07T14:00Z,182,191,moderate
2023-09-07T14:00Z,2023-09-07T14:30Z,184,205,high
2023-09-07T14:30Z,2023-09-07T15:00Z,196,216,high
2023-09-07T15:00Z,2023-09-07T15:30Z,211,226,high
2023-09-07T15:30Z,2023-09-07T16:00Z,224,228,high
2023-09-07T16:00Z,2023-09-07T16:30Z,233,235,high
2023-09-07T16:30Z,2023-09-07T17:00Z,238,239,high
2023-09-07T17:00Z,2023-09-07T17:30Z,243,240,high
2023-09-07T17:30Z,2023-09-07T18:00Z,246,244,high
2023-09-07T18:00Z,2023-09-07T18:30Z,247,251,high
2023-09-07T18:30Z,2023-09-07T19:00Z,251,257,high
2023-09-07T19:00Z,2023-09-07T19:30Z,256,253,high
2023-09-07T19:30Z,2023-09-07T20:00Z,265,259,high
2023-09-07T20:00Z,2023-09-07T20:30Z,262,261,high
2023-09-07T20:30Z,2023-09-07T21:00Z,261,270,high
2023-09-07T21:00Z,2023-09-07T21:30Z,258,260,high
2023-09-07T21:30Z,2023-09-07T22:00Z,255,251,high
2023-09-07T22:00Z,2023-09-07T22:30Z,255,248,high
2023-09-07T22:30Z,2023-09-07T23:00Z,259,249,high
2023-09-07T23:00Z,2023-09-07T23:30Z,251,250,high
2023-09-07T23:30Z,2023-09-08T00:00Z,252,254,high
2023-09-08T00:00Z,2023-09-08T00:30Z,252,258,high
2023-09-08T00:30Z,2023-09-08T01:00Z,253,259,high
2023-09-08T01:00Z,2023-09-08T01:30Z,258,259,high
2023-09-08T01:30Z,2023-09-08T02:00Z,259,263,high
2023-09-08T02:00Z,2023-09-08T02:30Z,261,265,high
2023-09-08T02:30Z,2023-09-08T03:00Z,266,267,high
2023-09-08T03:00Z,2023-09-08T03:30Z,268,267,high
2023-09-08T03:30Z,2023-09-08T04:00Z,270,271,high
2023-09-08T04:00Z,2023-09-08T04:30Z,266,273,high
2023-09-08T04:30Z,2023-09-08T05:00Z,270,273,high
2023-09-08T05:00Z,2023-09-08T05:30Z,278,280,high
2023-09-08T05:30Z,2023-09-08T06:00Z,275,279,high
2023-09-08T06:00Z,2023-09-08T06:30Z,280,279,high
2023-09-08T06:30Z,2023-09-08T07:00Z,276,270,high
2023-09-08T07:00Z,2023-09-08T07:30Z,274,264,high
2023-09-08T07:30Z,2023-09-08T08:00Z,268,257,high
2023-09-08T08:00Z,2023-09-08T08:30Z,261,253,high
2023-09-08T08:30Z,2023-09-08T09:00Z,252,247,high
2023-09-08T09:00Z,2023-09-08T09:30Z,255,241,high
2023-09-08T09:30Z,2023-09-08T10:00Z,244,234,high
2023-09-08T10:00Z,2023-09-08T10:30Z,241,230,high
2023-09-08T10:30Z,2023-09-08T11:00Z,230,221,high
2023-09-08T11:00Z,2023-09-08T11:30Z,224,220,high
2023-09-08T11:30Z,2023-09-08T12:00Z,220,213,high
2023-09-08T12:00Z,2023-09-08T12:30Z,219,209,high
2023-09-08T12:30Z,2023-09-08T13:00Z,219,206,high
2023-09-08T13:00Z,2023-09-08T13:30Z,217,209,high
2023-09-08T13:30Z,2023-09-08T14:00Z,217,218,high
2023-09-08T14:00Z,2023-09-08T14:30Z,222,227,high
2023-09-08T14:30Z,2023-09-08T15:00Z,228,229,high
2023-09-08T15:00Z,2023-09-08T15:30Z,234,237,high
2023-09-08T15:30Z,2023-09-08T16:00Z,238,244,high
2023-09-08T16:00Z,2023-09-08T16:30Z,243,250,high
2023-09-08T16:30Z,2023-09-08T17:00Z,248,253,high
2023-09-08T17:00Z,2023-09-08T17:30Z,254,259,high
2023-09-08T17:30Z,2023-09-08T18:00Z,259,263,high
2023-09-08T18:00Z,2023-09-08T18:30Z,262,265,high
2023-09-08T18:30Z,2023-09-08T19:00Z,267,258,high
2023-09-08T19:00Z,2023-09-08T19:30Z,267,259,high
2023-09-08T19:30Z,2023-09-08T20:00Z,264,267,high
2023-09-08T20:00Z,2023-09-08T20:30Z,266,265,high
2023-09-08T20:30Z,2023-09-08T21:00Z,267,274,high
2023-09-08T21:00Z,2023-09-08T21:30Z,267,270,high
2023-09-08T21:30Z,2023-09-08T22:00Z,274,263,high
2023-09-08T22:00Z,2023-09-08T22:30Z,270,258,high
2023-09-08T22:30Z,2023-09-08T23:00Z,260,256,high
2023-09-08T23:00Z,2023-09-08T23:30Z,258,249,high
2023-09-08T23:30Z,2023-09-09T00:00Z,254,232,high
2023-09-09T00:00Z,2023-09-09T00:30Z,248,230,high
2023-09-09T00:30Z,2023-09-09T01:00Z,233,219,high
2023-09-09T01:00Z,2023-09-09T01:30Z,222,217,high
2023-09-09T01:30Z,2023-09-09T02:00Z,222,214,high
2023-09-09T02:00Z,2023-09-09T02:30Z,212,211,high
2023-09-09T02:30Z,2023-09-09T03:00Z,213,208,high
2023-09-09T03:00Z,2023-09-09T03:30Z,214,208,high
2023-09-09T03:30Z,2023-09-09T04:00Z,211,215,high
2023-09-09T04:00Z,2023-09-09T04:30Z,209,215,high
2023-09-09T04:30Z,2023-09-09T05:00Z,218,216,high
2023-09-09T05:00Z,2023-09-09T05:30Z,216,213,high
2023-09-09T05:30Z,2023-09-09T06:00Z,218,208,high
2023-09-09T06:00Z,2023-09-09T06:30Z,211,203,high
2023-09-09T06:30Z,2023-09-09T07:00Z,211,198,moderate
2023-09-09T07:00Z,2023-09-09T07:30Z,210,191,moderate
2023-09-09T07:30Z,2023-09-09T08:00Z,199,184,moderate
2023-09-09T08:00Z,2023-09-09T08:30Z,191,177,moderate
2023-09-09T08:30Z,2023-09-09T09:00Z,182,168,moderate
2023-09-09T09:00Z,2023-09-09T09:30Z,169,158,moderate
2023-09-09T09:30Z,2023-09-09T10:00Z,165,147,moderate
2023-09-09T10:00Z,2023-09-09T10:30Z,156,138,moderate
2023-09-09T10:30Z,2023-09-09T11:00Z,149,130,moderate
2023-09-09T11:00Z,2023-09-09T11:30Z,139,126,moderate
2023-09-09T11:30Z,2023-09-09T12:00Z,130,125,moderate
2023-09-09T12:00Z,2023-09-09T12:30Z,128,125,moderate
2023-09-09T12:30Z,2023-09-09T13:00Z,130,126,moderate
2023-09-09T13:00Z,2023-09-09T13:30Z,129,132,moderate
2023-09-09T13:30Z,2023-09-09T14:00Z,131,140,moderate
2023-09-09T14:00Z,2023-09-09T14:30Z,137,148,moderate
2023-09-09T14:30Z,2023-09-09T15:00Z,144,162,moderate
2023-09-09T15:00Z,2023-09-09T15:30Z,162,181,moderate
2023-09-09T15:30Z,2023-09-09T16:00Z,179,204,high
2023-09-09T16:00Z,2023-09-09T16:30Z,195,219,high
2023-09-09T16:30Z,2023-09-09T17:00Z,222,235,high
2023-09-09T17:00Z,2023-09-09T17:30Z,230,246,high
2023-09-09T17:30Z,2023-09-09T18:00Z,238,251,high
2023-09-09T18:00Z,2023-09-09T18:30Z,253,254,high
2023-09-09T18:30Z,2023-09-09T19:00Z,260,261,high
2023-09-09T19:00Z,2023-09-09T19:30Z,263,263,high
2023-09-09T19:30Z,2023-09-09T20:00Z,263,270,high
2023-09-09T20:00Z,2023-09-09T20:30Z,262,271,high
2023-09-09T20:30Z,2023-09-09T21:00Z,268,275,high
2023-09-09T21:00Z,2023-09-09T21:30Z,271,267,high
2023-09-09T21:30Z,2023-09-09T22:00Z,269,247,high
2023-09-09T22:00Z,2023-09-09T22:30Z,262,236,high
2023-09-09T22:30Z,2023-09-09T23:00Z,241,227,high
2023-09-09T23:00Z,2023-09-09T23:30Z,239,227,high
2023-09-09T23:30Z,2023-09-10T00:00Z,230,219,high
2023-09-10T00:00Z,2023-09-10T00:30Z,223,219,high
2023-09-10T00:30Z,2023-09-10T01:00Z,221,212,high
2023-09-10T01:00Z,2023-09-10T01:30Z,219,212,high
2023-09-10T01:30Z,2023-09-10T02:00Z,213,212,high
2023-09-10T02:00Z,2023-09-10T02:30Z,221,211,high
2023-09-10T02:30Z,2023-09-10T03:00Z,222,212,high
2023-09-10T03:00Z,2023-09-10T03:30Z,216,212,high
2023-09-10T03:30Z,2023-09-10T04:00Z,220,218,high
2023-09-10T04:00Z,2023-09-10T04:30Z,215,216,high
2023-09-10T04:30Z,2023-09-10T05:00Z,221,214,high
2023-09-10T05:00Z,2023-09-10T05:30Z,217,216,high
2023-09-10T05:30Z,2023-09-10T06:00Z,217,210,high
2023-09-10T06:00Z,2023-09-10T06:30Z,221,211,high
2023-09-10T06:30Z,2023-09-10T07:00Z,226,205,high
2023-09-10T07:00Z,2023-09-10T07:30Z,209,202,high
2023-09-10T07:30Z,2023-09-10T08:00Z,209,201,high
2023-09-10T08:00Z,2023-09-10T08:30Z,208,204,high
2023-09-10T08:30Z,2023-09-10T09:00Z,206,204,high
2023-09-10T09:00Z,2023-09-10T09:30Z,203,200,high
2023-09-10T09:30Z,2023-09-10T10:00Z,203,204,high
2023-09-10T10:00Z,2023-09-10T10:30Z,205,206,high
2023-09-10T10:30Z,2023-09-10T11:00Z,207,210,high
2023-09-10T11:00Z,2023-09-10T11:30Z,207,206,high
2023-09-10T11:30Z,2023-09-10T12:00Z,210,196,moderate
2023-09-10T12:00Z,2023-09-10T12:30Z,206,190,moderate
2023-09-10T12:30Z,2023-09-10T13:00Z,204,186,moderate
2023-09-10T13:00Z,2023-09-10T13:30Z,200,189,moderate
2023-09-10T13:30Z,2023-09-10T14:00Z,192,193,moderate
2023-09-10T14:00Z,2023-09-10T14:30Z,196,195,moderate
2023-09-10T14:30Z,2023-09-10T15:00Z,198,197,moderate
2023-09-10T15:00Z,2023-09-10T15:30Z,204,208,high
2023-09-10T15:30Z,2023-09-10T16:00Z,210,223,high
2023-09-10T16:00Z,2023-09-10T16:30Z,215,227,high
2023-09-10T16:30Z,2023-09-10T17:00Z,234,226,high
2023-09-10T17:00Z,2023-09-10T17:30Z,235,222,high
2023-09-10T17:30Z,2023-09-10T18:00Z,235,235,high
2023-09-10T18:00Z,2023-09-10T18:30Z,231,243,high
2023-09-10T18:30Z,2023-09-10T19:00Z,238,247,high
2023-09-10T19:00Z,2023-09-10T19:30Z,242,249,high
2023-09-10T19:30Z,2023-09-10T20:00Z,240,252,high
2023-09-10T20:00Z,2023-09-10T20:30Z,247,235,high
2023-09-10T20:30Z,2023-09-10T21:00Z,244,227,high
2023-09-10T21:00Z,2023-09-10T21:30Z,230,218,high
2023-09-10T21:30Z,2023-09-10T22:00Z,215,207,high
2023-09-10T22:00Z,2023-09-10T22:30Z,205,196,moderate
2023-09-10T22:30Z,2023-09-10T23:00Z,199,197,moderate
2023-09-10T23:00Z,2023-09-10T23:30Z,227,190,moderate
2023-09-10T23:30Z,2023-09-11T00:00Z,193,178,moderate
2023-09-11T00:00Z,2023-09-11T00:30Z,173,172,moderate
2023-09-11T00:30Z,2023-09-11T01:00Z,173,163,moderate
2023-09-11T01:00Z,2023-09-11T01:30Z,167,151,moderate
2023-09-11T01:30Z,2023-09-11T02:00Z,162,146,moderate
2023-09-11T02:00Z,2023-09-11T02:30Z,164,148,moderate
2023-09-11T02:30Z,2023-09-11T03:00Z,150,153,moderate
2023-09-11T03:00Z,2023-09-11T03:30Z,147,162,moderate
2023-09-11T03:30Z,2023-09-11T04:00Z,154,170,moderate
2023-09-11T04:00Z,2023-09-11T04:30Z,167,183,moderate
2023-09-11T04:30Z,2023-09-11T05:00Z,185,202,high
2023-09-11T05:00Z,2023-09-11T05:30Z,194,218,high
2023-09-11T05:30Z,2023-09-11T06:00Z,209,225,high
2023-09-11T06:00Z,2023-09-11T06:30Z,219,223,high
2023-09-11T06:30Z,2023-09-11T07:00Z,230,216,high
2023-09-11T07:00Z,2023-09-11T07:30Z,223,214,high
2023-09-11T07:30Z,2023-09-11T08:00Z,215,214,high
2023-09-11T08:00Z,2023-09-11T08:30Z,214,216,high
2023-09-11T08:30Z,2023-09-11T09:00Z,211,214,high
2023-09-11T09:00Z,2023-09-11T09:30Z,213,210,high
2023-09-11T09:30Z,2023-09-11T10:00Z,213,204,high
2023-09-11T10:00Z,2023-09-11T10:30Z,209,205,high
2023-09-11T10:30Z,2023-09-11T11:00Z,206,200,high
2023-09-11T11:00Z,2023-09-11T11:30Z,207,200,high
2023-09-11T11:30Z,2023-09-11T12:00Z,202,201,high
2023-09-11T12:00Z,2023-09-11T12:30Z,201,208,high
2023-09-11T12:30Z,2023-09-11T13:00Z,207,211,high
2023-09-11T13:00Z,2023-09-11T13:30Z,212,213,high
2023-09-11T13:30Z,2023-09-11T14:00Z,211,211,high
2023-09-11T14:00Z,2023-09-11T14:30Z,217,220,high
2023-09-11T14:30Z,2023-09-11T15:00Z,226,230,high
2023-09-11T15:00Z,2023-09-11T15:30Z,227,237,high
2023-09-11T15:30Z,2023-09-11T16:00Z,236,239,high
2023-09-11T16:00Z,2023-09-11T16:30Z,240,240,high
2023-09-11T16:30Z,2023-09-11T17:00Z,239,245,high
2023-09-11T17:00Z,2023-09-11T17:30Z,241,249,high
2023-09-11T17:30Z,2023-09-11T18:00Z,247,253,high
2023-09-11T18:00Z,2023-09-11T18:30Z,249,262,high
2023-09-11T18:30Z,2023-09-11T19:00Z,253,258,high
2023-09-11T19:00Z,2023-09-11T19:30Z,258,256,high
2023-09-11T19:30Z,2023-09-11T20:00Z,256,260,high
2023-09-11T20:00Z,2023-09-11T20:30Z,256,255,high
2023-09-11T20:30Z,2023-09-11T21:00Z,255,255,high
2023-09-11T21:00Z,2023-09-11T21:30Z,247,250,high
2023-09-11T21:30Z,2023-09-11T22:00Z,247,245,high
2023-09-11T22:00Z,2023-09-11T22:30Z,240,239,high
2023-09-11T22:30Z,2023-09-11T23:00Z,236,240,high
2023-09-11T23:00Z,2023-09-11T23:30Z,228,233,high
2023-09-11T23:30Z,2023-09-12T00:00Z,230,232,high
2023-09-12T00:00Z,2023-09-12T00:30Z,229,233,high
2023-09-12T00:30Z,2023-09-12T01:00Z,232,230,high
2023-09-12T01:00Z,2023-09-12T01:30Z,230,227,high
2023-09-12T01:30Z,2023-09-12T02:00Z,226,222,high
2023-09-12T02:00Z,2023-09-12T02:30Z,225,222,high
2023-09-12T02:30Z,2023-09-12T03:00Z,218,227,high
2023-09-12T03:00Z,2023-09-12T03:30Z,220,230,high
2023-09-12T03:30Z,2023-09-12T04:00Z,228,243,high
2023-09-12T04:00Z,2023-09-12T04:30Z,229,250,high
2023-09-12T04:30Z,2023-09-12T05:00Z,245,258,high
2023-09-12T05:00Z,2023-09-12T05:30Z,248,269,high
2023-09-12T05:30Z,2023-09-12T06:00Z,253,271,high
2023-09-12T06:00Z,2023-09-12T06:30Z,265,269,high
2023-09-12T06:30Z,2023-09-12T07:00Z,268,262,high
2023-09-12T07:00Z,2023-09-12T07:30Z,259,263,high
2023-09-12T07:30Z,2023-09-12T08:00Z,254,258,high
2023-09-12T08:00Z,2023-09-12T08:30Z,257,256,high
2023-09-12T08:30Z,2023-09-12T09:00Z,257,255,high
2023-09-12T09:00Z,2023-09-12T09:30Z,257,253,high
2023-09-12T09:30Z,2023-09-12T10:00Z,247,250,high
2023-09-12T10:00Z,2023-09-12T10:30Z,253,249,high
2023-09-12T10:30Z,2023-09-12T11:00Z,247,245,high
2023-09-12T11:00Z,2023-09-12T11:30Z,246,246,high
2023-09-12T11:30Z,2023-09-12T12:00Z,241,248,high
2023-09-12T12:00Z,2023-09-12T12:30Z,235,239,high
2023-09-12T12:30Z,2023-09-12T13:00Z,236,240,high
2023-09-12T13:00Z,2023-09-12T13:30Z,238,235,high
2023-09-12T13:30Z,2023-09-12T14:00Z,228,235,high
2023-09-12T14:00Z,2023-09-12T14:30Z,229,231,high
2023-09-12T14:30Z,2023-09-12T15:00Z,231,220,high
2023-09-12T15:00Z,2023-09-12T15:30Z,228,226,high
2023-09-12T15:30Z,2023-09-12T16:00Z,220,235,high
2023-09-12T16:00Z,2023-09-12T16:30Z,221,239,high
2023-09-12T16:30Z,2023-09-12T17:00Z,227,243,high
2023-09-12T17:00Z,2023-09-12T17:30Z,229,241,high
2023-09-12T17:30Z,2023-09-12T18:00Z,228,241,high
2023-09-12T18:00Z,2023-09-12T18:30Z,227,238,high
2023-09-12T18:30Z,2023-09-12T19:00Z,223,239,high
2023-09-12T19:00Z,2023-09-12T19:30Z,219,235,high
2023-09-12T19:30Z,2023-09-12T20:00Z,218,228,high
2023-09-12T20:00Z,2023-09-12T20:30Z,214,224,high
2023-09-12T20:30Z,2023-09-12T21:00Z,221,223,high
2023-09-12T21:00Z,2023-09-12T21:30Z,216,212,high
2023-09-12T21:30Z,2023-09-12T22:00Z,213,183,moderate
2023-09-12T22:00Z,2023-09-12T22:30Z,207,164,moderate
2023-09-12T22:30Z,2023-09-12T23:00Z,197,137,moderate
2023-09-12T23:00Z,2023-09-12T23:30Z,164,132,moderate
2023-09-12T23:30Z,2023-09-13T00:00Z,134,142,moderate
2023-09-13T00:00Z,2023-09-13T00:30Z,134,138,moderate
2023-09-13T00:30Z,2023-09-13T01:00Z,139,136,moderate
2023-09-13T01:00Z,2023-09-13T01:30Z,138,139,moderate
2023-09-13T01:30Z,2023-09-13T02:00Z,135,136,moderate
2023-09-13T02:00Z,2023-09-13T02:30Z,139,137,moderate
2023-09-13T02:30Z,2023-09-13T03:00Z,134,146,moderate
2023-09-13T03:00Z,2023-09-13T03:30Z,138,146,moderate
2023-09-13T03:30Z,2023-09-13T04:00Z,145,156,moderate
2023-09-13T04:00Z,2023-09-13T04:30Z,148,167,moderate
2023-09-13T04:30Z,2023-09-13T05:00Z,167,184,moderate
2023-09-13T05:00Z,2023-09-13T05:30Z,174,197,moderate
2023-09-13T05:30Z,2023-09-13T06:00Z,190,195,moderate
2023-09-13T06:00Z,2023-09-13T06:30Z,199,190,moderate
2023-09-13T06:30Z,2023-09-13T07:00Z,198,192,moderate
2023-09-13T07:00Z,2023-09-13T07:30Z,190,191,moderate
2023-09-13T07:30Z,2023-09-13T08:00Z,191,191,moderate
2023-09-13T08:00Z,2023-09-13T08:30Z,192,188,moderate
2023-09-13T08:30Z,2023-09-13T09:00Z,193,191,moderate
2023-09-13T09:00Z,2023-09-13T09:30Z,190,183,moderate
2023-09-13T09:30Z,2023-09-13T10:00Z,186,179,moderate
2023-09-13T10:00Z,2023-09-13T10:30Z,181,177,moderate
2023-09-13T10:30Z,2023-09-13T11:00Z,184,184,moderate
2023-09-13T11:00Z,2023-09-13T11:30Z,174,183,moderate
2023-09-13T11:30Z,2023-09-13T12:00Z,176,180,moderate
2023-09-13T12:00Z,2023-09-13T12:30Z,177,178,moderate
2023-09-13T12:30Z,2023-09-13T13:00Z,172,178,moderate
2023-09-13T13:00Z,2023-09-13T13:30Z,181,183,moderate
2023-09-13T13:30Z,2023-09-13T14:00Z,182,186,moderate
2023-09-13T14:00Z,2023-09-13T14:30Z,182,191,moderate
2023-09-13T14:30Z,2023-09-13T15:00Z,187,199,moderate
2023-09-13T15:00Z,2023-09-13T15:30Z,191,210,high
2023-09-13T15:30Z,2023-09-13T16:00Z,202,225,high
2023-09-13T16:00Z,2023-09-13T16:30Z,200,228,high
2023-09-13T16:30Z,2023-09-13T17:00Z,209,221,high
2023-09-13T17:00Z,2023-09-13T17:30Z,211,226,high
2023-09-13T17:30Z,2023-09-13T18:00Z,211,225,high
2023-09-13T18:00Z,2023-09-13T18:30Z,212,226,high
2023-09-13T18:30Z,2023-09-13T19:00Z,200,229,high
2023-09-13T19:00Z,2023-09-13T19:30Z,211,222,high
2023-09-13T19:30Z,2023-09-13T20:00Z,206,221,high
2023-09-13T20:00Z,2023-09-13T20:30Z,201,206,high
2023-09-13T20:30Z,2023-09-13T21:00Z,199,194,moderate
2023-09-13T21:00Z,2023-09-13T21:30Z,183,178,moderate
2023-09-13T21:30Z,2023-09-13T22:00Z,180,150,moderate
2023-09-13T22:00Z,2023-09-13T22:30Z,181,144,moderate
2023-09-13T22:30Z,2023-09-13T23:00Z,160,140,moderate
2023-09-13T23:00Z,2023-09-13T23:30Z,147,134,moderate
2023-09-13T23:30Z,2023-09-14T00:00Z,147,134,moderate
2023-09-14T00:00Z,2023-09-14T00:30Z,144,128,moderate
2023-09-14T00:30Z,2023-09-14T01:00Z,138,124,moderate
2023-09-14T01:00Z,2023-09-14T01:30Z,134,115,low
2023-09-14T01:30Z,2023-09-14T02:00Z,129,106,low
2023-09-14T02:00Z,2023-09-14T02:30Z,118,99,low
2023-09-14T02:30Z,2023-09-14T03:00Z,109,94,low
2023-09-14T03:00Z,2023-09-14T03:30Z,107,99,low
2023-09-14T03:30Z,2023-09-14T04:00Z,99,111,low
2023-09-14T04:00Z,2023-09-14T04:30Z,102,126,moderate
2023-09-14T04:30Z,2023-09-14T05:00Z,114,152,moderate
2023-09-14T05:00Z,2023-09-14T05:30Z,129,179,moderate
2023-09-14T05:30Z,2023-09-14T06:00Z,151,188,moderate
2023-09-14T06:00Z,2023-09-14T06:30Z,186,194,moderate
2023-09-14T06:30Z,2023-09-14T07:00Z,187,196,moderate
2023-09-14T07:00Z,2023-09-14T07:30Z,189,198,moderate
2023-09-14T07:30Z,2023-09-14T08:00Z,189,192,moderate
2023-09-14T08:00Z,2023-09-14T08:30Z,190,190,moderate
2023-09-14T08:30Z,2023-09-14T09:00Z,186,188,moderate
2023-09-14T09:00Z,2023-09-14T09:30Z,181,184,moderate
2023-09-14T09:30Z,2023-09-14T10:00Z,178,183,moderate
2023-09-14T10:00Z,2023-09-14T10:30Z,174,180,moderate
2023-09-14T10:30Z,2023-09-14T11:00Z,178,174,moderate
2023-09-14T11:00Z,2023-09-14T11:30Z,171,170,moderate
2023-09-14T11:30Z,2023-09-14T12:00Z,165,172,moderate
2023-09-14T12:00Z,2023-09-14T12:30Z,159,178,moderate
2023-09-14T12:30Z,2023-09-14T13:00Z,165,178,moderate
2023-09-14T13:00Z,2023-09-14T13:30Z,173,182,moderate
2023-09-14T13:30Z,2023-09-14T14:00Z,175,197,moderate
2023-09-14T14:00Z,2023-09-14T14:30Z,180,210,high
2023-09-14T14:30Z,2023-09-14T15:00Z,194,212,high
2023-09-14T15:00Z,2023-09-14T15:30Z,208,218,high
2023-09-14T15:30Z,2023-09-14T16:00Z,205,217,high
2023-09-14T16:00Z,2023-09-14T16:30Z,213,229,high
2023-09-14T16:30Z,2023-09-14T17:00Z,216,229,high
2023-09-14T17:00Z,2023-09-14T17:30Z,225,239,high
2023-09-14T17:30Z,2023-09-14T18:00Z,240,244,high
2023-09-14T18:00Z,2023-09-14T18:30Z,241,241,high
2023-09-14T18:30Z,2023-09-14T19:00Z,247,242,high
2023-09-14T19:00Z,2023-09-14T19:30Z,246,239,high
2023-09-14T19:30Z,2023-09-14T20:00Z,249,240,high
2023-09-14T20:00Z,2023-09-14T20:30Z,242,233,high
2023-09-14T20:30Z,2023-09-14T21:00Z,239,244,high
2023-09-14T21:00Z,2023-09-14T21:30Z,233,231,high
2023-09-14T21:30Z,2023-09-14T22:00Z,227,204,high
2023-09-14T22:00Z,2023-09-14T22:30Z,214,195,moderate
2023-09-14T22:30Z,2023-09-14T23:00Z,209,197,moderate
2023-09-14T23:00Z,2023-09-14T23:30Z,212,198,moderate
2023-09-14T23:30Z,2023-09-15T00:00Z,196,199,moderate
2023-09-15T00:00Z,2023-09-15T00:30Z,204,200,high
2023-09-15T00:30Z,2023-09-15T01:00Z,203,188,moderate
2023-09-15T01:00Z,2023-09-15T01:30Z,203,187,moderate
2023-09-15T01:30Z,2023-09-15T02:00Z,192,180,moderate
2023-09-15T02:00Z,2023-09-15T02:30Z,189,178,moderate
2023-09-15T02:30Z,2023-09-15T03:00Z,190,187,moderate
2023-09-15T03:00Z,2023-09-15T03:30Z,190,186,moderate
2023-09-15T03:30Z,2023-09-15T04:00Z,199,196,moderate
2023-09-15T04:00Z,2023-09-15T04:30Z,201,205,high
2023-09-15T04:30Z,2023-09-15T05:00Z,207,220,high
2023-09-15T05:00Z,2023-09-15T05:30Z,214,233,high
2023-09-15T05:30Z,2023-09-15T06:00Z,225,236,high
2023-09-15T06:00Z,2023-09-15T06:30Z,224,237,high
2023-09-15T06:30Z,2023-09-15T07:00Z,231,231,high
2023-09-15T07:00Z,2023-09-15T07:30Z,240,232,high
2023-09-15T07:30Z,2023-09-15T08:00Z,230,226,high
2023-09-15T08:00Z,2023-09-15T08:30Z,219,220,high
2023-09-15T08:30Z,2023-09-15T09:00Z,224,218,high
2023-09-15T09:00Z,2023-09-15T09:30Z,212,208,high
2023-09-15T09:30Z,2023-09-15T10:00Z,214,197,moderate
2023-09-15T10:00Z,2023-09-15T10:30Z,201,189,moderate
2023-09-15T10:30Z,2023-09-15T11:00Z,197,177,moderate
2023-09-15T11:00Z,2023-09-15T11:30Z,191,173,moderate
2023-09-15T11:30Z,2023-09-15T12:00Z,188,170,moderate
2023-09-15T12:00Z,2023-09-15T12:30Z,185,169,moderate
2023-09-15T12:30Z,2023-09-15T13:00Z,184,179,moderate
2023-09-15T13:00Z,2023-09-15T13:30Z,181,180,moderate
